<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.12.23	16:00:00	141574	141626	141424	141436	69690	233006	1
2024.12.23	16:15:00	141430	141493	141355	141493	45368	154294	1
2024.12.23	16:30:00	141493	141580	141465	141551	53260	182122	1
2024.12.23	16:45:00	141551	141597	141499	141563	31843	104088	1
2024.12.23	17:00:00	141563	141574	141246	141286	70293	247162	1
2024.12.23	17:15:00	141286	141355	141228	141292	49155	158341	1
2024.12.23	17:30:00	141286	141436	141269	141280	51218	163180	1
2024.12.23	17:45:00	141280	141338	141148	141217	72761	224631	1
2024.12.23	18:00:00	141217	141246	140802	140859	64218	195111	1
2024.12.23	18:15:00	140854	141003	140738	140831	26227	89733	1
2024.12.26	09:00:00	140865	140986	140237	140300	222596	556025	1
2024.12.26	09:15:00	140300	140681	140295	140663	143891	398458	1
2024.12.26	09:30:00	140658	141171	140635	141061	166441	459075	1
2024.12.26	09:45:00	141061	141257	140963	140986	114926	317939	1
2024.12.26	10:00:00	140992	141303	140917	140992	188784	557152	1
2024.12.26	10:15:00	140998	141096	140756	140871	173562	507550	1
2024.12.26	10:30:00	140865	140923	140531	140773	185760	530295	1
2024.12.26	10:45:00	140773	140957	140686	140761	140985	404558	1
2024.12.26	11:00:00	140767	140946	140669	140784	116636	338506	1
2024.12.26	11:15:00	140779	140998	140721	140992	84032	248905	1
2024.12.26	11:30:00	140992	141124	140836	141113	140503	429219	1
2024.12.26	11:45:00	141113	141436	141090	141246	148939	465202	1
2024.12.26	12:00:00	141246	141378	141073	141361	103680	325227	1
2024.12.26	12:15:00	141367	141453	141269	141303	81046	261507	1
2024.12.26	12:30:00	141303	141407	141234	141303	71130	232447	1
2024.12.26	12:45:00	141303	141424	141240	141418	58221	184621	1
2024.12.26	13:00:00	141413	141753	141407	141672	104566	327355	1
2024.12.26	13:15:00	141672	141908	141643	141874	72888	249705	1
2024.12.26	13:30:00	141874	141885	141574	141672	73415	250150	1
2024.12.26	13:45:00	141666	141689	141407	141447	59323	203771	1
2024.12.26	14:00:00	141453	141488	141263	141297	70194	239447	1
2024.12.26	14:15:00	141303	141418	141222	141390	64308	208330	1
2024.12.26	14:30:00	141390	141609	141384	141476	79609	263762	1
2024.12.26	14:45:00	141470	141557	141286	141522	87728	291629	1
2024.12.26	15:00:00	141522	141666	141430	141603	86257	298226	1
2024.12.26	15:15:00	141603	141747	141568	141637	68907	241610	1
2024.12.26	15:30:00	141632	141701	141470	141563	64101	227879	1
2024.12.26	15:45:00	141557	141614	141476	141499	48644	173326	1
2024.12.26	16:00:00	141499	141499	141309	141384	67067	234575	1
2024.12.26	16:15:00	141384	141430	141315	141367	44973	147310	1
2024.12.26	16:30:00	141367	141424	141274	141280	38330	127090	1
2024.12.26	16:45:00	141280	141407	141240	141395	59244	204594	1
2024.12.26	17:00:00	141390	141465	141309	141332	45478	154953	1
2024.12.26	17:15:00	141326	141407	141251	141390	45555	163001	1
2024.12.26	17:30:00	141390	141390	141113	141130	50392	161926	1
2024.12.26	17:45:00	141130	141367	141038	141303	79389	238122	1
2024.12.26	18:00:00	141297	141401	141199	141274	44612	131328	1
2024.12.26	18:15:00	141280	141367	141222	141367	14702	54866	1
2024.12.27	09:00:00	141211	141361	140871	141130	217509	548082	1
2024.12.27	09:15:00	141130	141551	140998	141470	161764	453605	1
2024.12.27	09:30:00	141476	141666	141390	141591	128940	380016	1
2024.12.27	09:45:00	141597	141839	141580	141753	125481	389656	1
2024.12.27	10:00:00	141753	141868	141534	141539	148605	452018	1
2024.12.27	10:15:00	141534	141591	141263	141430	195427	598029	1
2024.12.27	10:30:00	141430	141488	141073	141090	134994	396952	1
2024.12.27	10:45:00	141096	141136	140658	140715	175234	553263	1
2024.12.27	11:00:00	140710	140980	140704	140727	120596	365327	1
2024.12.27	11:15:00	140727	140911	140704	140744	97170	284223	1
2024.12.27	11:30:00	140750	141326	140704	141286	161726	526613	1
2024.12.27	11:45:00	141292	141395	140975	141003	108831	352301	1
2024.12.27	12:00:00	141009	141009	140686	140721	115532	380595	1
2024.12.27	12:15:00	140721	140825	140554	140698	124133	422769	1
2024.12.27	12:30:00	140692	141044	140686	140963	88457	283732	1
2024.12.27	12:45:00	140963	140992	140663	140744	93161	293554	1
2024.12.27	13:00:00	140750	140784	140629	140686	52410	159685	1
2024.12.27	13:15:00	140692	140865	140640	140761	56614	181963	1
2024.12.27	13:30:00	140767	140894	140658	140842	57095	180673	1
2024.12.27	13:45:00	140842	140871	140473	140583	82430	275344	1
2024.12.27	14:00:00	140588	140629	140519	140617	48834	149098	1
2024.12.27	14:15:00	140617	140629	140410	140427	69976	220232	1
2024.12.27	14:30:00	140421	140479	140329	140352	63915	220034	1
2024.12.27	14:45:00	140358	140600	140352	140537	69015	222273	1
2024.12.27	15:00:00	140531	140663	140450	140531	74018	239862	1
2024.12.27	15:15:00	140531	140583	140335	140364	58719	195461	1
2024.12.27	15:30:00	140364	140467	140208	140312	74354	247565	1
2024.12.27	15:45:00	140306	140358	140150	140197	57691	189667	1
2024.12.27	16:00:00	140191	140202	140058	140133	64023	211912	1
2024.12.27	16:15:00	140133	140271	140110	140243	53692	176701	1
2024.12.27	16:30:00	140248	140248	140018	140058	53011	178562	1
2024.12.27	16:45:00	140058	140133	140001	140116	39849	131144	1
2024.12.27	17:00:00	140110	140266	140104	140179	56282	197882	1
2024.12.27	17:15:00	140174	140346	140099	140277	56372	188693	1
2024.12.27	17:30:00	140283	140295	139983	140099	76023	242317	1
2024.12.27	17:45:00	140104	140139	139885	139983	59444	180867	1
2024.12.27	18:00:00	139983	140076	139828	139931	42682	142351	1
2024.12.27	18:15:00	139937	140295	139920	140093	24476	94408	1
2024.12.30	09:00:00	140058	140381	139989	140179	173329	442688	1
2024.12.30	09:15:00	140179	140485	140145	140433	98787	278738	1
2024.12.30	09:30:00	140433	140537	140312	140346	103520	307510	1
2024.12.30	09:45:00	140352	140525	140237	140456	129594	384988	1
2024.12.30	10:00:00	140462	140588	140289	140381	167122	521953	1
2024.12.30	10:15:00	140381	140652	140266	140554	140515	426103	1
2024.12.30	10:30:00	140554	141101	140514	140882	206101	658123	1
2024.12.30	10:45:00	140882	140905	140588	140675	145089	452255	1
2024.12.30	11:00:00	140669	140905	140548	140565	129191	382493	1
2024.12.30	11:15:00	140565	140652	140508	140583	78188	230213	1
2024.12.30	11:30:00	140583	140704	140410	140433	141293	439420	1
2024.12.30	11:45:00	140433	140548	140306	140364	102184	314035	1
2024.12.30	12:00:00	140358	140571	140329	140519	94514	300692	1
2024.12.30	12:15:00	140525	140802	140479	140698	99024	317180	1
2024.12.30	12:30:00	140704	140738	140271	140329	114703	372405	1
2024.12.30	12:45:00	140329	140387	140168	140237	79275	249459	1
2024.12.30	13:00:00	140243	140393	140012	140018	113574	359909	1
2024.12.30	13:15:00	140024	140323	139989	140289	78438	246699	1
2024.12.30	13:30:00	140289	140312	140081	140150	68607	216927	1
2024.12.30	13:45:00	140150	140300	139949	140029	113671	385813	1
2024.12.30	14:00:00	140029	140197	139978	140024	101717	318566	1
2024.12.30	14:15:00	140024	140214	140001	140035	59693	192196	1
2024.12.30	14:30:00	140035	140197	139972	140191	63086	210058	1
2024.12.30	14:45:00	140185	140225	140047	140133	53169	178657	1
2024.12.30	15:00:00	140133	140208	140058	140179	35197	117615	1
2024.12.30	15:15:00	140174	140197	140076	140110	39173	129179	1
2024.12.30	15:30:00	140110	140231	140087	140168	39770	145477	1
2024.12.30	15:45:00	140168	140312	140145	140220	45462	157523	1
2024.12.30	16:00:00	140214	140323	140127	140185	50628	173014	1
2024.12.30	16:15:00	140179	140312	140162	140168	42830	141017	1
2024.12.30	16:30:00	140168	140283	140162	140243	30724	106930	1
2024.12.30	16:45:00	140237	140295	140093	140271	47931	172694	1
2024.12.30	17:00:00	140277	140358	140237	140295	40304	139722	1
2024.12.30	17:15:00	140289	140623	140277	140421	59653	190269	1
2024.12.30	17:30:00	140416	140427	140197	140271	57230	179662	1
2024.12.30	17:45:00	140266	140393	140127	140237	57493	167002	1
2024.12.30	18:00:00	140231	140237	140064	140133	34059	102208	1
2024.12.30	18:15:00	140122	140323	140116	140191	16999	61805	1
2025.01.02	09:00:00	140387	141061	140341	140450	222741	505685	1
2025.01.02	09:15:00	140450	140479	140214	140306	112766	289631	1
2025.01.02	09:30:00	140306	140335	139614	139678	188019	503780	1
2025.01.02	09:45:00	139678	139828	139540	139793	124262	327413	1
2025.01.02	10:00:00	139793	139937	139638	139707	152830	426397	1
2025.01.02	10:15:00	139712	139782	139563	139580	129083	376618	1
2025.01.02	10:30:00	139586	139603	138773	138940	236283	743047	1
2025.01.02	10:45:00	138934	139130	138906	139021	109369	332499	1
2025.01.02	11:00:00	139021	139073	138842	138917	106072	323082	1
2025.01.02	11:15:00	138923	138952	138669	138727	125145	402246	1
2025.01.02	11:30:00	138721	139591	138704	139499	176984	559153	1
2025.01.02	11:45:00	139499	139759	139442	139488	151690	494150	1
2025.01.02	12:00:00	139493	139735	139488	139678	102379	330649	1
2025.01.02	12:15:00	139678	140018	139620	139966	122190	408928	1
2025.01.02	12:30:00	139966	140035	139822	139897	101891	328682	1
2025.01.02	12:45:00	139897	140473	139782	140398	151206	522567	1
2025.01.02	13:00:00	140393	140531	140110	140416	140239	459298	1
2025.01.02	13:15:00	140410	140588	140341	140416	107388	331258	1
2025.01.02	13:30:00	140410	140600	140277	140295	98994	323184	1
2025.01.02	13:45:00	140295	140514	140225	140444	93788	315607	1
2025.01.02	14:00:00	140444	140491	140150	140185	95006	317379	1
2025.01.02	14:15:00	140185	140231	139995	140012	80518	255815	1
2025.01.02	14:30:00	140012	140035	139753	139926	106050	348706	1
2025.01.02	14:45:00	139926	140024	139724	139983	95708	308404	1
2025.01.02	15:00:00	139983	140001	139776	139914	97119	322023	1
2025.01.02	15:15:00	139908	140093	139816	139862	81577	264731	1
2025.01.02	15:30:00	139857	140047	139816	140047	63850	202053	1
2025.01.02	15:45:00	140047	140058	139851	139983	62844	196741	1
2025.01.02	16:00:00	139983	140006	139822	139845	61889	201315	1
2025.01.02	16:15:00	139851	140018	139764	140012	62280	206881	1
2025.01.02	16:30:00	140006	140064	139885	139914	50512	158696	1
2025.01.02	16:45:00	139914	139949	139799	139816	54340	186497	1
2025.01.02	17:00:00	139810	139845	139638	139833	67689	237074	1
2025.01.02	17:15:00	139833	140064	139805	140012	74408	240666	1
2025.01.02	17:30:00	140012	140076	139885	139949	59551	174038	1
2025.01.02	17:45:00	139949	140047	139903	139914	42584	117680	1
2025.01.02	18:00:00	139914	140012	139891	139937	35092	95086	1
2025.01.02	18:15:00	139937	139949	139828	139891	15818	54310	1
2025.01.03	09:00:00	139782	139960	139332	139418	239707	571321	1
2025.01.03	09:15:00	139413	139551	139349	139493	129095	330656	1
2025.01.03	09:30:00	139488	139499	139246	139326	96678	263431	1
2025.01.03	09:45:00	139326	139413	139148	139309	106138	311274	1
2025.01.03	10:00:00	139309	140127	139274	139995	307500	994811	1
2025.01.03	10:15:00	139995	140006	139603	139724	203776	632813	1
2025.01.03	10:30:00	139730	139735	139223	139395	182359	571291	1
2025.01.03	10:45:00	139395	139540	139344	139465	124412	381462	1
2025.01.03	11:00:00	139465	139482	138836	138882	201660	627355	1
2025.01.03	11:15:00	138882	139073	138790	138917	140131	437097	1
2025.01.03	11:30:00	138917	139153	138813	139038	139604	471933	1
2025.01.03	11:45:00	139038	139171	138882	138934	102878	348334	1
2025.01.03	12:00:00	138929	138957	138594	138675	132687	447993	1
2025.01.03	12:15:00	138669	138756	138577	138721	69214	221036	1
2025.01.03	12:30:00	138727	138946	138704	138859	75612	265082	1
2025.01.03	12:45:00	138859	138877	138669	138687	67812	233845	1
2025.01.03	13:00:00	138692	138704	138421	138525	90797	309078	1
2025.01.03	13:15:00	138531	138565	138381	138468	76682	259199	1
2025.01.03	13:30:00	138468	138491	138231	138272	94341	333405	1
2025.01.03	13:45:00	138277	138375	138231	138300	53306	176696	1
2025.01.03	14:00:00	138300	138479	138260	138387	68634	225540	1
2025.01.03	14:15:00	138393	138491	138346	138416	55384	184053	1
2025.01.03	14:30:00	138416	138433	138237	138289	93984	321298	1
2025.01.03	14:45:00	138289	138300	137897	137978	121195	408652	1
2025.01.03	15:00:00	137983	138185	137908	138162	67712	241932	1
2025.01.03	15:15:00	138156	138174	138018	138162	53185	175932	1
2025.01.03	15:30:00	138162	138179	138047	138099	42749	139860	1
2025.01.03	15:45:00	138093	138122	137966	137989	44236	154523	1
2025.01.03	16:00:00	137989	138116	137926	138093	54692	202051	1
2025.01.03	16:15:00	138099	138162	137943	137989	56086	201973	1
2025.01.03	16:30:00	137983	138024	137937	138018	32726	121342	1
2025.01.03	16:45:00	138018	138053	137834	137903	56013	198602	1
2025.01.03	17:00:00	137903	138053	137891	138047	36486	126576	1
2025.01.03	17:15:00	138047	138093	137978	137989	38817	135278	1
2025.01.03	17:30:00	137989	138006	137857	137897	45106	152596	1
2025.01.03	17:45:00	137891	137914	137787	137810	50808	163246	1
2025.01.03	18:00:00	137816	137960	137810	137839	34865	105613	1
2025.01.03	18:15:00	137839	137857	137724	137747	17542	70004	1
2025.01.06	09:00:00	138237	138963	138122	138940	266271	680175	1
2025.01.06	09:15:00	138934	139061	138825	138975	148307	432893	1
2025.01.06	09:30:00	138975	139090	138796	139038	124387	374836	1
2025.01.06	09:45:00	139032	139413	139032	139390	137864	448724	1
2025.01.06	10:00:00	139390	139764	139309	139574	227974	741918	1
2025.01.06	10:15:00	139574	139724	139263	139586	209367	646741	1
2025.01.06	10:30:00	139586	139707	139442	139620	137028	430954	1
2025.01.06	10:45:00	139626	139689	139315	139447	154671	491325	1
2025.01.06	11:00:00	139447	139914	139424	139759	207079	641615	1
2025.01.06	11:15:00	139753	139770	139004	139246	290312	902836	1
2025.01.06	11:30:00	139246	139516	138952	139050	207064	637738	1
2025.01.06	11:45:00	139055	139787	139044	139747	173108	554120	1
2025.01.06	12:00:00	139753	140018	139614	139707	173926	584647	1
2025.01.06	12:15:00	139707	139707	139367	139511	128894	418379	1
2025.01.06	12:30:00	139505	139516	139194	139280	97885	307682	1
2025.01.06	12:45:00	139280	139551	139223	139476	80220	266482	1
2025.01.06	13:00:00	139476	139488	139246	139355	81737	277072	1
2025.01.06	13:15:00	139355	139661	139309	139632	89311	282476	1
2025.01.06	13:30:00	139632	139759	139563	139591	81586	260416	1
2025.01.06	13:45:00	139597	139822	139591	139793	59868	190642	1
2025.01.06	14:00:00	139793	139943	139753	139862	75303	244090	1
2025.01.06	14:15:00	139868	139937	139632	139712	83345	266244	1
2025.01.06	14:30:00	139707	139730	139528	139557	71102	232076	1
2025.01.06	14:45:00	139557	139563	139355	139476	82402	266471	1
2025.01.06	15:00:00	139476	139528	139338	139367	65185	213079	1
2025.01.06	15:15:00	139372	139372	139153	139274	80535	282903	1
2025.01.06	15:30:00	139274	139465	139269	139442	64741	220940	1
2025.01.06	15:45:00	139447	139470	139274	139384	67331	229434	1
2025.01.06	16:00:00	139378	139499	139274	139407	56658	189496	1
2025.01.06	16:15:00	139407	139545	139401	139442	44417	146908	1
2025.01.06	16:30:00	139442	139447	139292	139372	59079	205195	1
2025.01.06	16:45:00	139378	139488	139321	139418	40550	147937	1
2025.01.06	17:00:00	139418	139516	139367	139378	45697	160750	1
2025.01.06	17:15:00	139378	139465	139321	139407	47716	165077	1
2025.01.06	17:30:00	139413	139505	139390	139413	41091	142671	1
2025.01.06	17:45:00	139413	139666	139378	139447	77608	237634	1
2025.01.06	18:00:00	139447	139609	139436	139551	36799	101731	1
2025.01.06	18:15:00	139551	139643	139540	139568	14504	57994	1
2025.01.07	09:00:00	139545	139995	139378	139914	279672	713561	1
2025.01.07	09:15:00	139914	140150	139862	140035	144117	433518	1
2025.01.07	09:30:00	140029	140260	139897	140254	155362	474414	1
2025.01.07	09:45:00	140254	140485	140243	140387	144349	465454	1
2025.01.07	10:00:00	140393	140877	140364	140744	230920	759833	1
2025.01.07	10:15:00	140744	140802	140485	140761	157676	528798	1
2025.01.07	10:30:00	140761	140929	140439	140669	182159	621718	1
2025.01.07	10:45:00	140669	140842	140502	140825	132569	447560	1
2025.01.07	11:00:00	140825	141119	140773	140819	180827	642519	1
2025.01.07	11:15:00	140825	140917	140744	140761	110632	391994	1
2025.01.07	11:30:00	140756	141199	140704	140980	198681	717933	1
2025.01.07	11:45:00	140986	141090	140848	141021	124765	447452	1
2025.01.07	12:00:00	141021	141021	140635	140980	178450	613586	1
2025.01.07	12:15:00	140980	141597	140888	141528	200666	742098	1
2025.01.07	12:30:00	141528	141614	141390	141418	111363	378839	1
2025.01.07	12:45:00	141418	141441	141165	141199	86382	294652	1
2025.01.07	13:00:00	141205	141430	141107	141240	94095	324501	1
2025.01.07	13:15:00	141240	141338	141044	141182	78119	253466	1
2025.01.07	13:30:00	141176	141320	141113	141292	90672	288786	1
2025.01.07	13:45:00	141292	141465	141280	141424	78698	257914	1
2025.01.07	14:00:00	141424	141528	141280	141349	85259	301365	1
2025.01.07	14:15:00	141343	141470	141297	141367	66120	228388	1
2025.01.07	14:30:00	141361	141430	141246	141257	60373	213895	1
2025.01.07	14:45:00	141257	141338	141211	141263	51996	182332	1
2025.01.07	15:00:00	141257	141424	141234	141372	55380	197348	1
2025.01.07	15:15:00	141378	141390	141159	141194	62685	220576	1
2025.01.07	15:30:00	141194	141228	141009	141027	69078	243982	1
2025.01.07	15:45:00	141027	141055	140888	140957	77079	276191	1
2025.01.07	16:00:00	140952	141003	140911	140957	42283	150047	1
2025.01.07	16:15:00	140957	140963	140802	140865	66825	243414	1
2025.01.07	16:30:00	140865	141096	140848	140882	69074	256354	1
2025.01.07	16:45:00	140882	140992	140865	140952	38357	143314	1
2025.01.07	17:00:00	140946	141021	140554	140675	72489	266467	1
2025.01.07	17:15:00	140681	140779	140560	140681	58445	200946	1
2025.01.07	17:30:00	140675	140831	140519	140761	70384	231774	1
2025.01.07	17:45:00	140767	141003	140756	140998	71893	216950	1
2025.01.07	18:00:00	140998	141148	140946	141096	47928	143313	1
2025.01.07	18:15:00	141101	141119	140946	141119	17697	67557	1
2025.01.08	09:00:00	140859	141032	140254	140531	296882	756082	1
2025.01.08	09:15:00	140531	140537	140024	140150	205741	617170	1
2025.01.08	09:30:00	140150	140346	140070	140277	115794	344856	1
2025.01.08	09:45:00	140283	140283	140081	140225	124226	389748	1
2025.01.08	10:00:00	140225	140508	140225	140398	217233	654475	1
2025.01.08	10:15:00	140393	140456	139903	139931	229558	725035	1
2025.01.08	10:30:00	139931	140012	139476	139609	217649	724392	1
2025.01.08	10:45:00	139609	139735	139418	139499	157282	522919	1
2025.01.08	11:00:00	139493	139534	139303	139395	128437	415494	1
2025.01.08	11:15:00	139395	139712	139367	139649	132685	457302	1
2025.01.08	11:30:00	139649	139672	139159	139257	218828	753473	1
2025.01.08	11:45:00	139257	139522	139194	139292	129404	445474	1
2025.01.08	12:00:00	139297	139540	139286	139395	96506	327466	1
2025.01.08	12:15:00	139395	139649	139367	139459	92449	305613	1
2025.01.08	12:30:00	139459	139465	139269	139430	85814	272074	1
2025.01.08	12:45:00	139436	139528	139401	139511	48356	157003	1
2025.01.08	13:00:00	139511	139534	139326	139424	80960	264057	1
2025.01.08	13:15:00	139424	139574	139344	139367	75202	251375	1
2025.01.08	13:30:00	139367	139534	139286	139413	74110	241836	1
2025.01.08	13:45:00	139407	139511	139344	139430	48369	150753	1
2025.01.08	14:00:00	139424	139442	139102	139125	105207	365059	1
2025.01.08	14:15:00	139130	139194	138969	139032	88409	299047	1
2025.01.08	14:30:00	139027	139113	138992	139084	52201	175113	1
2025.01.08	14:45:00	139084	139234	139032	139067	80618	277678	1
2025.01.08	15:00:00	139067	139205	138940	138963	78208	269418	1
2025.01.08	15:15:00	138969	139119	138923	139027	65551	226623	1
2025.01.08	15:30:00	139032	139102	138934	138992	58949	202381	1
2025.01.08	15:45:00	138992	138992	138854	138980	55552	206082	1
2025.01.08	16:00:00	138986	139090	138923	138946	54899	192153	1
2025.01.08	16:15:00	138940	139096	138940	139067	57006	205844	1
2025.01.08	16:30:00	139073	139073	138808	138877	68699	257601	1
2025.01.08	16:45:00	138877	138894	138750	138790	47737	172066	1
2025.01.08	17:00:00	138785	139004	138779	138929	63196	224351	1
2025.01.08	17:15:00	138929	139125	138882	139073	58732	193766	1
2025.01.08	17:30:00	139067	139125	138992	139044	44975	140537	1
2025.01.08	17:45:00	139044	139217	138992	139009	65053	189978	1
2025.01.08	18:00:00	139009	139125	138969	139061	41553	114713	1
2025.01.08	18:15:00	139061	139303	139055	139234	21208	78752	1
2025.01.09	09:00:00	139217	139395	138871	139182	343951	833528	1
2025.01.09	09:15:00	139176	139194	138963	139061	161363	465357	1
2025.01.09	09:30:00	139067	139188	138911	139142	125969	371241	1
2025.01.09	09:45:00	139142	139223	138998	139061	102839	317813	1
2025.01.09	10:00:00	139067	139326	138992	139292	193876	608435	1
2025.01.09	10:15:00	139292	139344	138992	139292	169548	537921	1
2025.01.09	10:30:00	139292	139413	139078	139309	182063	620726	1
2025.01.09	10:45:00	139309	139326	139148	139223	125056	433532	1
2025.01.09	11:00:00	139217	139240	138911	139044	152960	543791	1
2025.01.09	11:15:00	139044	139217	138963	139107	125925	413917	1
2025.01.09	11:30:00	139107	139395	139050	139280	130251	464405	1
2025.01.09	11:45:00	139286	139378	139217	139297	80540	291415	1
2025.01.09	12:00:00	139292	139453	139223	139349	93878	355856	1
2025.01.09	12:15:00	139344	139465	139321	139442	60509	225055	1
2025.01.09	12:30:00	139442	139568	139413	139505	69080	260267	1
2025.01.09	12:45:00	139499	139586	139447	139534	46971	174878	1
2025.01.09	13:00:00	139534	139540	139257	139303	77282	278383	1
2025.01.09	13:15:00	139303	139476	139297	139384	61979	232725	1
2025.01.09	13:30:00	139384	139499	139338	139459	47956	181852	1
2025.01.09	13:45:00	139459	139522	139401	139516	41302	146196	1
2025.01.09	14:00:00	139522	139649	139511	139591	66010	239757	1
2025.01.09	14:15:00	139586	139632	139395	139447	64388	239921	1
2025.01.09	14:30:00	139442	139534	139413	139453	51511	189032	1
2025.01.09	14:45:00	139453	139586	139418	139557	41906	152636	1
2025.01.09	15:00:00	139563	139568	139424	139482	41935	150892	1
2025.01.09	15:15:00	139488	139528	139424	139430	28043	102346	1
2025.01.09	15:30:00	139424	139453	139274	139338	62123	231604	1
2025.01.09	15:45:00	139344	139424	139321	139321	38478	144550	1
2025.01.09	16:00:00	139326	139332	139073	139107	84943	335820	1
2025.01.09	16:15:00	139107	139228	139090	139188	40304	153126	1
2025.01.09	16:30:00	139188	139194	139073	139165	40013	152611	1
2025.01.09	16:45:00	139165	139332	139136	139240	60010	231403	1
2025.01.09	17:00:00	139240	139274	139176	139199	35640	137075	1
2025.01.09	17:15:00	139205	139234	139090	139159	36321	134028	1
2025.01.09	17:30:00	139159	139251	139113	139234	34718	131586	1
2025.01.09	17:45:00	139246	139447	139246	139378	62170	207711	1
2025.01.09	18:00:00	139378	139413	139171	139228	35010	114309	1
2025.01.09	18:15:00	139228	139303	139182	139188	10680	50468	1
2025.01.10	09:00:00	139603	139960	139246	139372	286930	735245	1
2025.01.10	09:15:00	139372	139470	139280	139401	119998	340015	1
2025.01.10	09:30:00	139395	139442	139292	139401	59052	170125	1
2025.01.10	09:45:00	139395	139488	139274	139303	72044	214057	1
2025.01.10	10:00:00	139309	139413	138946	138975	172885	550741	1
2025.01.10	10:15:00	138969	139234	138813	139073	179728	565156	1
2025.01.10	10:30:00	139073	139090	138444	138675	277031	841847	1
2025.01.10	10:45:00	138669	138704	138427	138589	154562	499416	1
2025.01.10	11:00:00	138594	138669	138387	138629	139653	473803	1
2025.01.10	11:15:00	138629	138663	138318	138439	120574	419080	1
2025.01.10	11:30:00	138439	138779	138370	138548	191051	654320	1
2025.01.10	11:45:00	138548	138629	138272	138335	125550	433177	1
2025.01.10	12:00:00	138329	138329	137978	138081	137324	490141	1
2025.01.10	12:15:00	138081	138214	137937	138053	99523	344689	1
2025.01.10	12:30:00	138053	138168	137983	138070	70308	248385	1
2025.01.10	12:45:00	138070	138179	138047	138093	56990	189826	1
2025.01.10	13:00:00	138087	138127	137926	138058	75257	263299	1
2025.01.10	13:15:00	138064	138127	137989	138029	54985	195940	1
2025.01.10	13:30:00	138029	138243	137966	138208	65312	229950	1
2025.01.10	13:45:00	138208	138266	138110	138133	71882	267853	1
2025.01.10	14:00:00	138133	138179	137955	138151	74069	272027	1
2025.01.10	14:15:00	138151	138404	138110	138260	89100	323214	1
2025.01.10	14:30:00	138260	138427	138214	138323	76499	272139	1
2025.01.10	14:45:00	138329	138560	138289	138491	78840	287118	1
2025.01.10	15:00:00	138491	138531	138370	138398	65583	248406	1
2025.01.10	15:15:00	138398	138589	138346	138542	62966	232038	1
2025.01.10	15:30:00	138548	138560	138358	138444	57266	209409	1
2025.01.10	15:45:00	138444	138629	138416	138577	58607	248962	1
2025.01.10	16:00:00	138577	138583	138370	138381	67653	240985	1
2025.01.10	16:15:00	138381	138496	138346	138485	46880	169202	1
2025.01.10	16:30:00	138485	138531	138266	138358	61622	226020	1
2025.01.10	16:45:00	138352	138387	138202	138237	46738	181584	1
2025.01.10	17:00:00	138237	138237	138041	138058	61622	226603	1
2025.01.10	17:15:00	138064	138243	138018	138202	49073	180653	1
2025.01.10	17:30:00	138202	138295	138070	138260	56996	190308	1
2025.01.10	17:45:00	138266	138318	138133	138185	53596	169926	1
2025.01.10	18:00:00	138185	138393	138139	138318	45454	129176	1
2025.01.10	18:15:00	138318	138491	138225	138381	20483	77106	1
2025.01.13	09:00:00	138076	138289	137822	137972	227911	569741	1
2025.01.13	09:15:00	137972	138381	137937	138381	138906	408210	1
2025.01.13	09:30:00	138381	138514	138289	138312	126305	398068	1
2025.01.13	09:45:00	138318	138404	138104	138174	114586	365207	1
2025.01.13	10:00:00	138179	138502	138110	138156	212122	658312	1
2025.01.13	10:15:00	138162	138341	138139	138249	135371	443644	1
2025.01.13	10:30:00	138249	138404	137949	138277	207809	662186	1
2025.01.13	10:45:00	138272	138306	138018	138145	156717	495790	1
2025.01.13	11:00:00	138139	138272	137880	138237	142963	464788	1
2025.01.13	11:15:00	138237	138456	138197	138289	151269	503403	1
2025.01.13	11:30:00	138289	138710	138243	138542	189231	653269	1
2025.01.13	11:45:00	138548	138859	138514	138658	138322	487284	1
2025.01.13	12:00:00	138658	138785	138577	138761	97558	325507	1
2025.01.13	12:15:00	138761	138906	138733	138836	81620	285188	1
2025.01.13	12:30:00	138836	139032	138831	138882	86611	326510	1
2025.01.13	12:45:00	138882	138952	138773	138825	70498	246311	1
2025.01.13	13:00:00	138825	139073	138790	138923	77153	271149	1
2025.01.13	13:15:00	138923	138940	138796	138888	56262	203828	1
2025.01.13	13:30:00	138882	138894	138508	138514	92129	327054	1
2025.01.13	13:45:00	138514	138669	138421	138433	81219	300840	1
2025.01.13	14:00:00	138433	138468	138237	138272	96177	344948	1
2025.01.13	14:15:00	138277	138323	138156	138260	72537	252369	1
2025.01.13	14:30:00	138260	138346	138174	138318	70065	253972	1
2025.01.13	14:45:00	138318	138381	138237	138277	48852	179930	1
2025.01.13	15:00:00	138283	138335	138197	138208	44271	172011	1
2025.01.13	15:15:00	138208	138300	138162	138266	55466	216795	1
2025.01.13	15:30:00	138266	138329	138220	138272	51089	201923	1
2025.01.13	15:45:00	138272	138300	138179	138220	38227	146374	1
2025.01.13	16:00:00	138225	138272	138070	138249	78162	300588	1
2025.01.13	16:15:00	138249	138300	138168	138214	49330	185584	1
2025.01.13	16:30:00	138220	138306	138127	138237	48952	187608	1
2025.01.13	16:45:00	138237	138272	138145	138208	41948	171097	1
